warehouse_area_m2,daily_throughput,total_equipment_count,workers,shift_type,conveyor_count,rtv_agv_count,srm_count,robot_arm_count,rack_count,wms_implemented,agv_implemented,automation_level,season,day_of_week,equipment_age_years,condition_factor,conveyor_utilization,rtv_utilization,srm_utilization,robot_utilization,avg_conveyor_time,avg_rtv_time,avg_srm_time,avg_robot_time,equipment_efficiency,maintenance_frequency,processing_time_seconds,picking_accuracy_percent,error_rate_percent,labor_cost_per_order_krw
5000,3278,51,40,2,18,12,20,1,10,1,1,4,1,5,6,0.88,0.417,0.527,0.595,0.518,6.55,6.9,8.76,2.31,88,3,12.04,94.8,1.36,80000
10000,10526,84,62,3,42,13,23,6,20,1,1,5,2,1,14,0.72,0.695,0.501,0.562,0.468,6.65,10.03,4.97,1.56,72,7,11.47,91.2,2.34,80000
5000,9256,85,63,1,48,15,16,6,10,1,1,5,3,1,2,0.96,0.463,0.452,0.585,0.418,6.16,9.15,4.94,3.38,96,1,5,98,0.5,80000
10000,9480,42,30,3,20,7,11,4,20,1,1,4,2,4,6,0.88,0.793,0.411,0.746,0.502,3.82,9.31,6.06,3.06,88,3,8.49,94.8,1.36,80000
30000,53209,28,20,3,10,4,11,3,60,0,0,3,3,7,12,0.76,0.609,0.601,0.643,0.459,7.25,6.58,8.8,4.01,76,6,5.57,88.6,2.62,80000
30000,25859,25,20,2,12,8,5,0,60,1,1,2,2,2,3,0.94,0.58,0.59,0.707,0.542,4.76,9.84,5.13,4.23,94,1.5,6.36,92.9,1.48,80000
15000,14058,79,60,3,32,14,30,3,30,0,1,5,2,3,16,0.68,0.703,0.623,0.733,0.531,7.23,11,7.06,3.31,68,8,11.5,89.8,2.66,80000
15000,12346,88,67,3,42,15,27,4,30,1,1,5,2,3,14,0.72,0.437,0.592,0.613,0.443,5.8,10.85,4.51,2.14,72,7,12.42,91.2,2.34,80000
5000,10719,55,42,3,23,12,18,2,10,0,0,4,4,3,18,0.64,0.427,0.546,0.576,0.403,7.87,6.4,6.29,2.56,64,9,5.93,86.4,3.28,80000
5000,9262,60,44,3,31,14,10,5,10,0,1,5,3,4,17,0.66,0.502,0.416,0.529,0.302,3.43,6.52,7.62,2.82,66,8.5,7.18,89.1,2.82,80000
10000,23724,42,32,2,22,7,12,1,20,1,0,3,4,3,4,0.92,0.789,0.44,0.574,0.446,4.36,11.9,4.06,4.63,92,2,5,94.2,1.34,80000
15000,26088,44,32,2,20,9,12,3,30,0,0,3,3,6,18,0.64,0.497,0.61,0.568,0.253,7.69,8.42,4.25,4.06,64,9,7.82,84.4,3.58,80000
10000,9557,31,22,2,14,5,9,3,20,1,1,3,2,4,9,0.82,0.683,0.625,0.869,0.4,5.55,7.89,4.2,3.12,82,4.5,10.23,90.7,2.14,80000
30000,75940,19,15,1,8,5,6,0,60,1,0,2,4,3,7,0.86,0.391,0.676,0.594,0.571,5.77,8.08,7.48,1.38,86,3.5,5,90.1,2.12,80000
15000,13857,69,52,2,32,17,17,3,30,1,1,4,2,2,6,0.88,0.321,0.603,0.745,0.211,7.83,6.44,7.8,3.82,88,3,7.09,94.8,1.36,80000
5000,8739,48,36,2,22,12,11,3,10,1,1,3,3,2,3,0.94,0.332,0.66,0.884,0.565,5.02,7.72,6.76,2.4,94,1.5,5,94.9,1.18,80000
10000,24298,35,25,1,12,12,8,3,20,0,1,3,4,2,2,0.96,0.515,0.476,0.695,0.207,4.44,9.42,9.55,3.53,96,1,5,95.6,1.02,80000
30000,17141,52,38,3,23,14,11,4,60,0,0,4,1,1,12,0.76,0.369,0.659,0.621,0.306,5.38,6.05,9.06,2.27,76,6,18.8,90.6,2.32,80000
30000,62677,58,44,2,35,7,13,3,60,1,0,4,3,5,12,0.76,0.628,0.404,0.703,0.481,4.51,9.39,6.53,2.82,76,6,5.8,90.6,2.32,80000
30000,56600,38,28,3,12,11,13,2,60,1,0,3,3,3,15,0.7,0.749,0.679,0.599,0.313,6.07,11.76,7.06,2.14,70,7.5,6.61,86.5,3.1,80000
10000,18334,50,39,1,16,16,17,1,20,1,1,4,3,3,13,0.74,0.536,0.654,0.566,0.464,3.83,11.44,4.47,4.18,74,6.5,7.36,89.9,2.48,80000
15000,9154,53,40,1,29,9,13,2,30,1,0,4,1,6,4,0.92,0.305,0.662,0.89,0.421,5.83,10.68,4.51,4.03,92,2,12.14,96.2,1.04,80000
10000,21246,60,44,3,33,6,17,4,20,1,1,4,4,4,10,0.8,0.775,0.608,0.778,0.236,5.74,6.54,6.64,3.7,80,5,5.01,92,2,80000
15000,14762,60,46,3,29,9,20,2,30,1,0,4,2,5,17,0.66,0.509,0.505,0.83,0.588,7.52,9.59,8.31,1.21,66,8.5,13.72,87.1,3.12,80000
10000,6751,61,46,3,30,9,19,3,20,0,1,4,1,7,3,0.94,0.795,0.519,0.766,0.345,5.26,10.86,9.25,4.62,94,1.5,11.43,96.9,0.88,80000
10000,9136,63,47,1,28,17,14,4,20,1,1,4,2,5,9,0.82,0.455,0.575,0.785,0.458,3.28,9.42,8.6,4.79,82,4.5,9.32,92.7,1.84,80000
10000,6899,107,80,3,49,25,27,6,20,1,1,5,1,5,17,0.66,0.649,0.535,0.658,0.286,6.86,9.76,8.49,3.87,66,8.5,22.03,89.1,2.82,80000
5000,2553,55,40,3,28,12,11,4,10,1,1,5,1,6,12,0.76,0.645,0.52,0.721,0.542,7.85,6.19,4.33,3.8,76,6,21.49,92.6,2.02,80000
10000,20072,35,26,2,16,12,5,2,20,1,1,3,4,6,4,0.92,0.377,0.548,0.701,0.263,5.68,8.66,9.62,1.71,92,2,5,94.2,1.34,80000
5000,5860,50,38,3,33,7,8,2,10,0,1,4,2,3,13,0.74,0.5,0.46,0.542,0.311,7.26,11.17,6.9,4.45,74,6.5,10.57,89.9,2.48,80000
5000,4867,38,28,3,22,8,6,2,10,1,1,3,2,2,15,0.7,0.401,0.55,0.518,0.353,5.71,7.47,6,2.4,70,7.5,12.27,86.5,3.1,80000
5000,3184,84,62,2,31,23,24,6,10,1,0,5,1,6,18,0.64,0.357,0.435,0.675,0.508,6.28,6.66,7.27,1.31,64,9,25.03,88.4,2.98,80000
10000,6529,55,40,2,32,7,12,4,20,1,1,4,1,3,1,0.98,0.548,0.566,0.77,0.572,5.3,7.7,5.12,3.21,98,0.5,8.44,98,0.56,80000
5000,8895,40,29,2,18,12,7,3,10,1,1,3,4,6,6,0.88,0.534,0.56,0.655,0.514,3.73,11.59,6.91,3.64,88,3,5,92.8,1.66,80000
5000,9171,92,70,1,50,22,16,4,10,1,1,5,3,3,13,0.74,0.759,0.541,0.566,0.358,4.07,10.5,8.08,3.67,74,6.5,6.82,91.9,2.18,80000
15000,28357,54,40,2,29,8,14,3,30,1,1,4,3,1,11,0.78,0.719,0.554,0.796,0.284,6.4,7.72,9.86,2.02,78,5.5,5.76,91.3,2.16,80000
5000,9141,28,20,2,11,4,10,3,10,1,0,3,4,3,15,0.7,0.376,0.505,0.881,0.547,7.03,7.18,4.73,3.6,70,7.5,5.74,86.5,3.1,80000
10000,8697,67,52,3,31,17,17,2,20,1,1,4,2,5,8,0.84,0.63,0.649,0.53,0.212,3.25,10.49,6.09,2.84,84,4,8.67,93.4,1.68,80000
10000,15502,39,30,1,23,8,7,1,20,1,1,3,3,2,4,0.92,0.544,0.538,0.754,0.324,4.69,10.85,4.95,3.34,92,2,5,94.2,1.34,80000
15000,35697,44,33,3,16,12,14,2,30,1,0,4,4,5,16,0.68,0.397,0.66,0.734,0.203,3.66,9.71,4.81,1.97,68,8,5.87,87.8,2.96,80000
10000,7114,70,53,3,42,13,12,3,20,0,1,5,1,6,6,0.88,0.535,0.515,0.846,0.583,6.49,10.3,8.24,1.47,88,3,13.19,96.8,1.06,80000
30000,73300,60,45,2,23,15,19,3,60,1,0,5,4,5,19,0.62,0.525,0.462,0.79,0.564,6.25,7.62,6.57,2.8,62,9.5,6.04,87.7,3.14,80000
5000,10694,37,28,3,15,8,12,2,10,1,0,2,4,1,18,0.64,0.735,0.558,0.705,0.237,3.49,10.18,6.85,4.03,64,9,6.7,82.4,3.88,80000
15000,21609,93,72,1,47,22,22,2,30,1,1,5,3,4,1,0.98,0.536,0.424,0.565,0.264,6.48,11.78,7.93,2.07,98,0.5,5,98,0.5,80000
5000,7414,29,22,2,10,12,6,1,10,0,0,3,3,6,12,0.76,0.304,0.669,0.799,0.355,5.15,9.78,5.31,2.22,76,6,6.25,88.6,2.62,80000
15000,29087,26,19,3,9,7,8,2,30,1,0,2,4,7,4,0.92,0.402,0.57,0.714,0.215,5.05,7.08,4.08,4.26,92,2,5,92.2,1.64,80000
10000,24126,83,62,1,42,12,24,5,20,1,1,5,4,2,16,0.68,0.713,0.645,0.831,0.594,5.68,7.91,6.34,1.13,68,8,5.43,89.8,2.66,80000
10000,17833,20,15,2,10,2,7,1,20,1,0,2,4,1,2,0.96,0.352,0.469,0.883,0.504,3.4,11.71,6.52,1.13,96,1,5,93.6,1.32,80000
5000,9664,52,39,1,21,15,13,3,10,1,1,5,3,6,8,0.84,0.79,0.55,0.546,0.556,3.53,9.7,7.6,4.25,84,4,5,95.4,1.38,80000
5000,3065,58,43,1,25,17,12,4,10,1,1,4,1,5,12,0.76,0.511,0.524,0.589,0.251,3.53,7.2,8.02,1.7,76,6,18.99,90.6,2.32,80000
5000,4160,76,59,1,39,14,21,2,10,0,1,5,2,4,2,0.96,0.718,0.674,0.826,0.363,5.71,8.94,6.94,2.25,96,1,5.81,98,0.5,80000
30000,17000,35,25,2,17,9,6,3,60,1,0,3,1,2,17,0.66,0.493,0.517,0.518,0.447,3.98,11.82,5.03,1.33,66,8.5,26.63,85.1,3.42,80000
15000,26749,76,57,1,31,14,27,4,30,1,0,5,4,5,17,0.66,0.655,0.502,0.576,0.266,6.1,8.45,4.97,4.04,66,8.5,5.61,89.1,2.82,80000
10000,4920,25,20,1,12,8,5,0,20,1,0,2,1,7,11,0.78,0.668,0.422,0.747,0.553,6.2,6.14,8.49,3.29,78,5.5,14.71,87.3,2.76,80000
15000,31005,70,51,3,26,23,15,6,30,1,0,5,4,3,1,0.98,0.662,0.571,0.842,0.549,7.15,9.67,8.87,4.84,98,0.5,5,98,0.5,80000
15000,26678,53,39,1,17,16,16,4,30,1,1,4,3,6,14,0.72,0.389,0.575,0.87,0.229,5.82,9.35,9.59,1.89,72,7,7.12,89.2,2.64,80000
30000,59160,59,43,1,23,18,13,5,60,1,1,5,3,5,13,0.74,0.591,0.494,0.702,0.339,6.51,8.83,6.81,4.25,74,6.5,6.86,91.9,2.18,80000
10000,20692,49,36,3,19,16,10,4,20,1,1,4,3,7,10,0.8,0.65,0.451,0.894,0.332,4.8,7.56,4.04,4.74,80,5,5.5,92,2,80000
15000,29603,50,38,3,17,16,15,2,30,1,1,4,3,3,6,0.88,0.707,0.528,0.853,0.319,6.26,10.78,4.98,1.21,88,3,5,94.8,1.36,80000
10000,10472,47,36,3,21,13,12,1,20,0,0,4,2,6,8,0.84,0.597,0.534,0.825,0.536,5.9,11.37,9.12,2.92,84,4,9.32,93.4,1.68,80000
30000,58714,30,22,1,10,8,10,2,60,1,0,2,4,5,18,0.64,0.578,0.432,0.543,0.318,4.25,10.85,8.23,2.34,64,9,6.73,82.4,3.88,80000
10000,8635,37,28,3,25,4,7,1,20,1,0,3,2,2,1,0.98,0.673,0.44,0.717,0.413,4.63,8.22,9.22,4.43,98,0.5,6.65,96.3,0.86,80000
30000,60087,22,16,2,14,2,5,1,60,0,0,2,4,4,2,0.96,0.422,0.516,0.745,0.336,4.11,9.75,5.47,1.37,96,1,5,93.6,1.32,80000
5000,3379,48,36,1,30,6,10,2,10,1,0,4,1,1,13,0.74,0.369,0.563,0.688,0.523,5.25,9.12,4.59,3.04,74,6.5,20.21,89.9,2.48,80000
5000,7714,39,30,2,24,9,5,1,10,1,0,3,3,7,9,0.82,0.686,0.526,0.848,0.397,6.42,10.51,5.15,2.29,82,4.5,5.09,90.7,2.14,80000
10000,21338,77,56,3,33,12,26,6,20,1,1,5,3,1,8,0.84,0.49,0.572,0.579,0.29,3.43,6.96,9.74,2.38,84,4,5,95.4,1.38,80000
