warehouse_size,daily_orders,item_types,workers,shift_type,wms_implemented,agv_implemented,season,day_of_week,processing_time,picking_accuracy,error_rate,labor_cost_per_order
45891.558917121554,131,2503,11,2,1,0,2,5,50.50784214128022,95.13930964446844,3.3766521345388245,1004.265107005687
29299.342087213496,724,1107,79,3,1,0,4,2,122.35324401826568,90.67551725580915,2.7767831927247357,2279.365438438104
18543.36051260673,66,1017,26,2,1,0,4,3,10.0,99.5,2.1474566653781375,8570.240096020278
7953.176505830583,82,4099,60,3,1,0,2,2,18.693875124614916,94.46677903553778,2.4893835914346436,14988.324565113091
8707.14705271292,133,3193,84,3,1,1,4,4,28.943283480361444,99.5,1.0766137827642992,11085.086346376527
19433.423319715737,983,3698,43,1,0,1,4,4,423.84241996684403,97.69217384790105,3.7905399403757265,1000.0
9102.402068278625,569,690,36,2,1,0,1,4,172.81035247410836,96.47421370105849,2.661803848970365,2165.8480723429298
14023.612701515152,880,216,11,3,1,0,1,2,306.18787076366306,99.5,3.450912400180845,1000.0
39067.66704250505,151,3596,17,3,1,0,1,4,75.63381977092737,94.93219073166554,2.889517913085168,2265.0985486363384
19690.758870979633,51,2948,86,2,0,0,2,7,29.63591838894815,81.81210166775169,5.494441368654509,42468.517648425346
14006.760991016454,936,527,58,3,0,1,1,6,218.13019850339893,94.57105259832181,4.632598625811849,1673.9103735949348
32551.609364652108,432,2154,84,2,1,0,3,7,52.237466108254125,95.59373235038794,2.4842118765649213,3624.2397701157793
40536.43282141156,744,2435,60,2,0,1,1,1,179.55669877509706,89.95935135585762,3.793843440632569,1108.5356407601325
14161.02261540092,952,3988,94,3,1,1,1,4,139.13770068634406,99.5,1.7952723775108979,1815.6189770989781
22798.182643205688,789,2725,88,2,1,1,3,3,65.510007834074,95.91088102434664,2.3746512086987517,1648.9605877596036
23238.958238858453,527,3469,53,2,1,0,1,6,50.09138323320343,94.84873144483554,3.385849355324172,1000.0
21165.501622989454,179,3914,79,1,1,1,2,3,17.889515412072043,99.5,1.2220506747550521,7807.936092962387
8307.35362985057,319,2739,83,1,1,1,1,5,41.81672022833351,95.82401098843597,1.8391824743913088,5721.759571717725
42987.670203613874,605,2303,88,2,0,0,2,6,65.06323082160137,82.93736964598122,4.9345420136151255,3118.88620409757
47024.37578875572,886,1108,60,2,1,0,2,3,268.0267432823869,96.03946542769398,1.949540569274041,2823.278229452961
35008.89158957469,901,4503,89,2,0,1,2,5,215.59153819667395,88.04785938796473,3.9046587996183266,2331.246958232481
36168.1678501774,360,2574,83,2,1,1,4,7,20.67786920194982,99.5,2.3193651110145925,3578.497543634758
22723.898254437132,118,2508,99,2,1,1,2,7,12.951397540124715,99.5,2.282201493946633,15279.470230091414
23186.314474296483,543,1767,28,2,1,1,3,3,117.90020016294635,99.5,2.6690576082238406,1721.3637356596187
30354.751730680648,964,2975,98,1,0,0,4,6,184.4168557115139,82.89965238038498,5.5448324325082305,3308.4828363583933
25857.231971025754,52,3965,81,2,1,0,2,1,13.772426925478008,90.06380375912933,4.164309504210783,31516.421853537027
39419.74676939577,375,2645,52,1,1,0,4,7,27.382233190548842,99.5,2.301240883578063,2725.710794220661
12484.922348441396,422,3735,36,1,1,0,4,2,168.80653650497467,97.31924956753258,2.5087563032308453,1593.8445624422461
13151.720729060613,400,3279,83,3,1,1,4,1,23.229238752360676,99.5,1.7105183724029147,3766.844196825808
33491.81190173101,940,1400,95,1,1,1,4,2,134.15101716255063,99.23875995751725,2.5349252493505197,1362.6748996582082
43302.841738374686,216,3373,98,2,1,0,3,2,28.228075737577633,93.24182869438812,4.234026091114913,8127.981949662241
13030.068435249745,854,2566,80,3,0,0,1,1,224.34766988109695,84.99374860773945,5.207270907189894,1955.7683620440225
23194.344564693147,423,4108,84,3,1,1,4,2,61.66919173288916,99.17960726063552,1.1842495893079177,4364.945232557984
21513.02356421603,119,2572,77,1,1,0,1,4,28.506645077896202,90.33231306138912,3.2313131676905513,14000.10444540118
19595.018890191903,308,441,79,2,1,1,1,3,17.516055425612063,99.5,2.2693779962231844,4156.546320343435
14042.01598965754,257,2765,71,2,1,1,1,4,30.799125704519646,99.5,1.6233508878307212,5367.420451841697
35220.12996258668,133,4137,31,2,1,1,1,4,45.788121430042374,99.5,1.6478561459044054,4076.0483478712126
47163.102036397824,498,1825,32,2,1,0,3,6,83.10736139765704,94.99534848249229,3.0409146792737825,1235.6957356534247
22128.048206446103,265,4173,39,2,1,1,4,6,32.2917775333092,97.73276452152146,2.025267907797003,2734.3052212938005
42011.62536354624,842,4359,23,1,1,1,1,4,265.7077380030349,99.5,2.0283249624485538,1000.0
48461.9972518949,657,4287,22,3,1,0,4,7,198.14493304664884,96.79978618998861,2.5167414870325033,1000.0
7760.733219980068,516,2053,19,1,0,1,1,7,149.90460787201306,88.76720653110245,3.69329866822953,1000.0
36147.260376235936,813,708,13,3,0,0,4,4,543.2312693141452,81.91629170285891,5.235301300387523,1000.0
40644.213519224446,752,867,16,3,1,1,1,5,244.72759927770332,92.22687312356527,2.05442281510456,1000.0
14684.084240775688,262,2109,94,1,1,1,4,1,32.9064045754346,97.08079317735533,1.403470022544882,6437.971010847296
19610.416710052697,813,693,61,1,1,1,1,1,155.66368502012696,96.63753290343884,3.0786541066327517,1047.6960440333864
34670.926499260226,775,2347,58,3,1,0,1,3,205.8673554537835,94.77254781254535,3.3965281903287146,2110.6503234580373
41095.87511574144,532,2811,26,1,1,0,3,6,103.40306467260591,89.66410750037059,2.601020261129278,1000.0
28159.59139580802,386,1346,17,1,1,1,3,1,82.03858352741616,97.35861410553278,1.8457251991631063,1136.2193603132484
10635.51066947722,908,869,22,1,1,0,4,4,468.7715196112929,92.27509360710258,3.430102121010242,1000.0
22489.375938343117,675,2937,39,1,1,0,1,5,200.32189194242065,93.25076768429318,3.4187813516791863,1000.0
25724.2773773363,953,401,16,3,1,0,2,6,274.7480254527645,93.04592931862452,3.0152394251328323,1000.0
42831.636260504,510,2425,52,1,1,0,3,6,67.42604541172709,96.8706465707049,3.644876377041373,2375.806361909489
12203.223572955785,411,3827,81,1,1,1,4,3,73.09511500887633,98.73156411674337,1.4020584689824078,3769.746589584524
20992.305590858276,62,2647,45,2,1,1,4,1,28.204269789792136,99.5,1.4643729251536373,13067.442297394946
22341.914737131283,181,1143,19,2,1,0,1,6,10.0,98.78775231028155,3.09055825510553,1681.5664463017004
26643.78004487557,575,3686,97,1,1,0,4,6,88.62159187895045,93.98342098970193,2.503828580062575,3566.855235020424
36293.704174762395,125,641,67,2,0,1,3,5,10.0,87.34187263700498,3.9586596570786505,11999.126245808358
31920.138232868245,812,1426,84,1,1,1,1,6,79.75759308342684,99.5,2.599320685995526,1000.0
31449.62123879892,554,599,70,2,1,0,1,6,26.5594295138554,97.31431697574747,3.1615838570923906,2453.2745191250337
16668.35414895982,351,4776,73,1,1,0,4,5,101.85650884268165,99.28409445570436,2.8628858214727346,3659.887780719091
46518.03761395053,597,1531,39,2,0,0,4,6,168.5916719649602,82.2315094308195,4.848084576006892,2417.2182265048336
39951.975062983154,605,940,54,3,0,1,1,5,91.50113190801603,92.65213618908315,4.123538688903151,2051.929991767622
30207.568255782888,248,1549,35,2,1,1,2,5,10.380242586624515,99.5,1.1924340920472454,3122.692257873747
10134.310319957001,227,4824,77,3,0,1,3,1,35.126736106570874,90.18503954954392,3.8522293799267255,7708.316347096683
36852.57937533959,578,1733,79,2,1,0,1,5,50.789357343173194,99.5,3.309577130502599,3762.3117486966803
7802.289764684852,985,4766,19,3,0,1,4,7,373.2989863339596,93.19758299628491,4.178812129661948,1000.0
12272.891507864215,831,3148,49,2,1,0,2,1,286.9200745595726,92.90918076475829,3.632289188669232,1000.0
21736.970056258917,840,2526,59,3,1,1,4,4,153.54781182468926,99.5,1.7763390521706244,1904.793895153271
46179.053078316945,153,4663,79,2,1,1,3,3,27.386198699161724,98.78905461027401,1.9002356633352957,8712.522916532003
32688.41112814109,807,2691,18,3,1,1,3,5,197.72977417128052,99.5,2.016362245770354,1000.0
28732.982995520433,842,2039,43,2,0,1,1,4,293.98602811032634,90.91257875866026,3.4967287173601793,1718.989161799677
26202.55545197666,992,1999,82,1,0,1,4,4,269.90950926144035,90.48468904031996,4.121816250003687,1630.3335004807716
23905.342753147623,595,4236,60,3,0,1,3,6,85.40523569087718,91.85599181244194,3.7554526070405463,2417.5623858656313
19171.381487583545,297,255,56,3,0,1,1,7,27.675174379085835,85.96206095925976,3.031942343160689,4305.347727233921
14568.996936699326,276,1436,62,2,1,1,1,7,18.892935246160448,99.5,1.2195545486229673,3329.462844319183
15202.86723155798,550,939,71,3,1,1,3,4,34.105369733303,99.09110663529421,2.270434611240673,2766.011891018021
42775.74092753451,222,3889,72,1,1,1,4,3,55.90259506819657,99.5,1.0573999739894413,5689.704116083398
31926.086793399147,788,3148,68,2,1,0,4,4,211.3731373785088,97.69740714106247,2.9477753907312643,1641.477463278091
40756.02254150856,719,2415,44,3,1,1,3,5,131.65861109797177,99.5,2.3266415866247687,2445.297085491039
24369.23346444456,381,3759,55,3,0,0,4,5,125.20008344459119,84.18542657352586,5.700782868757663,4163.4509084802285
10926.204731241734,821,678,95,2,0,0,1,1,106.90789130141587,80.35371123363016,5.0530893839111055,2658.037552369455
45832.10741207811,516,3551,74,1,1,0,4,6,38.726429901698054,97.28016789106881,2.897532481093377,2871.6511817330847
5344.88146921514,239,1259,52,1,1,1,1,6,10.48751072751095,99.5,2.0660683606679906,4581.626509386594
44593.8204812522,232,3212,48,1,1,0,3,5,51.484835646043685,92.8719491361918,2.4090285745362396,4555.67817344314
35357.353381229725,978,3472,99,3,1,1,1,3,107.71766101037618,99.5,2.0966978915808703,1412.777549768264
29731.26455249646,162,3908,85,2,1,1,2,7,30.905756844730607,99.5,1.8493723823365995,9285.771648080141
33704.46916986353,678,3685,47,3,1,0,1,1,166.90179987586603,93.06329171405457,2.7256375461295193,1432.853129036634
10535.148280568554,98,1250,34,3,1,0,1,6,10.0,98.25081823949056,3.5590078272880703,7004.504710594692
31562.849432892188,413,1989,41,3,1,0,1,7,53.24635389115491,93.9631714559099,2.366552764238074,2007.6018479988452
34058.32295430255,470,1691,74,1,1,0,2,4,71.8532700139317,93.50519635069895,3.6110616511865268,3204.522250357534
31109.96834532632,535,1154,13,1,0,0,4,3,309.89405502420266,85.29302756668083,4.942856022199058,1000.0
46653.67985114011,283,3734,59,2,1,0,2,2,47.16215467835112,95.68694727518323,3.5865623187933204,4354.432403519542
49280.59234447089,126,4254,56,2,1,0,4,6,19.41265585180747,95.42882928429113,3.786407320458591,9014.115092752778
42514.24828719135,996,1477,41,1,0,0,2,7,314.7636829202129,87.2437307683526,4.463628487130097,1148.7398979190286
24981.96871409913,160,2286,60,1,1,1,4,6,42.237790400810304,99.5,3.3221716735085174,5998.5148358024235
15248.738124644431,113,3262,20,2,1,1,1,6,13.140838203015797,99.5,2.1885501969510934,3171.209301122113
26753.3346187916,913,4777,64,2,1,0,2,7,199.2861317345371,87.74076425776471,3.5280284045330257,1513.59097951803
49133.270461254324,131,4799,60,3,1,0,1,3,38.81211756476019,94.54618014903946,3.582903009604193,9058.077853668838
45189.05923379367,196,2590,78,1,1,0,3,2,53.73982308189901,94.27575676873938,2.6135611660881954,8162.709817031656
18472.801476725654,253,3852,33,3,0,1,3,3,42.91462990459895,92.56985131387704,4.362547893423999,3192.8717522531315
38321.42593790836,598,4336,17,1,1,1,1,4,180.85315801288493,99.5,2.235161155264145,1000.0
33444.0423277809,734,2115,43,1,1,0,4,2,240.14852018885207,92.54873410679542,2.9103947626873055,1212.918475002194
8280.582591555658,62,2258,40,2,0,1,2,6,32.60404053418504,90.83952798299282,3.7967688893853193,13824.695543630954
39182.51429149084,80,2484,64,3,1,0,4,6,24.936500202457864,93.52509144310386,3.4216863110785294,16279.72453799752
41178.132839863414,71,2407,86,3,1,0,3,7,10.0,93.77215268566069,2.6869049838892165,24233.041603362115
17427.63010194048,343,3514,97,2,1,0,4,1,58.415765853337476,95.44879243422066,3.103824667702046,6185.946954414416
45823.991970228,868,2288,92,1,1,1,3,5,87.27821800086491,99.5,2.275047528513847,1727.8180440550584
13226.32564956052,585,622,26,3,1,0,4,3,234.81449373206925,92.08998809747287,2.963483260090599,1444.7481726509832
9993.988606331664,817,326,80,1,0,0,4,7,131.7427459184816,89.25113146284285,5.196232570563295,2762.777484353658
34147.09269783147,149,2768,96,1,0,0,4,7,42.019633848731196,83.23750655508476,4.828294450206016,17089.730074320025
31062.886491862497,582,3423,22,1,1,1,1,4,159.74680702193197,98.09527924077275,2.0882436551813126,1000.0
6413.9819680072815,436,2258,26,2,0,1,1,4,139.84464369922804,88.53420725402201,3.151910466152206,1177.4756650346892
14891.240697043551,653,2845,85,3,1,0,3,6,34.229736527096755,93.59545162607287,2.3968643453585994,1963.2348611684538
38256.19510045814,568,2903,66,2,1,0,1,4,90.34957793324911,95.39330627205776,3.6309669383657672,2413.8028885210556
32276.595422006587,553,3216,95,3,1,0,1,5,59.820080288988386,90.0704335665375,2.6524781699251303,3415.219963171212
48100.54104446917,442,730,14,2,1,0,2,1,183.4914635577426,92.40131915597826,2.4314293097318886,1000.0
49174.399573360155,505,3531,77,3,0,1,1,1,65.50128195145945,91.24938433426843,3.647287175960412,3461.8508920221993
36049.98817890245,843,1876,14,1,1,0,2,6,251.9843511450413,95.55422173668717,2.735031115268755,1000.0
17361.67167715514,647,2449,22,3,0,0,1,4,330.7223849590719,87.0639008563481,3.8121669944536922,1149.20196706768
34660.11940112869,730,4775,57,3,1,0,3,5,224.22748521257947,90.91047798622157,3.081372207423198,1582.3333619093626
13554.844240267743,932,896,68,1,1,1,1,2,144.0237240129528,99.5,1.8795443774531901,1000.0
40160.697827648284,645,3771,95,1,1,0,2,4,101.36770161632727,94.37756743194838,2.374796133015141,3247.9940972862105
19475.149534679687,371,3738,81,3,0,0,1,3,144.39755579200198,80.60978212471994,6.1283756982170585,5304.50930195963
9082.476600571896,655,3796,99,2,1,1,1,4,29.908258960826938,99.5,2.243582220110096,3049.372893765456
15291.248423016415,242,2501,50,1,1,1,4,3,10.0,97.71506228158589,2.71012846622098,3451.6504605574873
42042.23738189867,133,1522,17,1,0,0,2,4,10.0,89.15544677563697,5.338579856032894,3012.807226418146
25700.10780113595,416,3454,49,3,1,1,4,2,66.83895748777368,99.5,1.916401928463824,2453.2753404281393
29601.523425054573,730,924,69,2,1,1,4,7,107.94635667063118,99.5,2.4059701641976456,2370.285373496757
23717.475706183475,958,3514,67,2,1,1,4,3,211.14962997050222,98.87147019165494,2.3526826051142256,1000.0
29411.195155819525,802,371,68,3,1,1,3,2,108.39634886117426,99.5,1.205767729791221,1922.6519653999203
37149.0873832059,966,3016,74,3,1,0,1,7,160.60094714431943,97.6629662776215,3.408036421696924,1494.9856080337934
36256.79422639785,216,608,66,1,0,0,1,5,40.51631060483382,81.6584407011966,5.368686567630412,8209.455254654515
24589.58996548563,241,4260,90,3,1,0,4,4,49.790264966473586,94.7852022444258,2.9698555043041943,7696.277252870983
15573.803224817875,364,3072,92,2,1,1,3,5,47.93820240880559,99.5,0.9233285400643778,5098.026905327398
10927.17628605921,507,3831,77,3,1,1,1,5,37.03410417973396,98.58877332240574,1.327257581873889,3074.7575649392884
12326.67723545887,162,3297,62,3,0,0,2,1,76.28643651304124,84.44371159704077,4.2842410011383425,9866.538678346193
21013.46416666451,99,4051,28,2,1,0,3,7,24.1725717162513,96.50534820850264,2.40726882320245,5917.049739353071
23825.023884602604,871,4955,29,1,1,1,1,1,236.1532123930537,99.19823165673093,2.0219374818803577,1000.0
13541.688633747019,517,4620,58,3,1,0,3,2,103.26699276352576,95.35772998788767,3.935873909346962,2488.3416915751577
11477.386110750387,488,3466,38,3,1,0,2,4,165.54052614031346,99.02138315537104,3.5949556986205837,2064.21491945226
32450.333768576857,794,4295,68,2,1,1,2,1,164.34712401942346,99.5,1.5677171363608493,2389.255942072329
5692.770126108881,117,916,18,3,1,0,1,6,14.73271244326699,91.94100698392366,2.5678044645429097,3006.4591197842674
38677.29573543041,176,4562,24,1,1,0,3,4,68.23687871601548,98.871104366584,2.7485126147243286,2859.0163349382574
13967.165141006037,200,1234,61,3,0,0,2,5,14.165462075130959,79.36767134429168,5.230164936589907,6950.225575912815
31766.144660500533,655,1427,19,2,1,1,3,7,95.9236319323919,99.5,1.6183569479107092,1000.0
21700.082229355754,122,2656,15,3,1,0,4,1,38.091267847064124,97.16468751537843,4.070691559255539,2083.7149446520157
16177.262393444338,237,841,49,2,1,1,4,2,15.912980899144896,99.5,1.654806686930662,3723.5654911795004
27099.30782224243,885,3378,10,3,1,0,1,1,366.8211264615011,95.25584395389721,3.42802961174852,1000.0
42191.96405880931,644,902,77,1,0,1,3,2,33.93786415226174,91.5984999023904,4.240933030859246,2963.849789993331
18850.812425633554,593,666,14,2,1,0,3,1,239.74054102433143,94.13983647571628,2.7626511151814706,1000.0
28471.972820511117,310,186,90,3,1,0,3,6,12.341865016215799,89.4914766067025,2.616491236549,6545.292551872066
27021.940203680162,94,3418,94,2,1,1,2,6,10.0,99.5,2.156768983641758,17559.283195770964
31196.47134100093,723,1836,37,3,0,0,2,7,222.85361282158195,82.90453361282891,5.056275357504115,1501.9093566777353
30059.529942744317,224,3460,71,1,1,1,3,2,26.87466780837118,96.10849413434536,1.493052023853731,5748.200723558823
32253.705019553516,881,3488,38,3,0,1,3,5,335.3824056611056,89.29613829012776,2.657605976441254,1100.2748624654225
5815.581847057838,578,350,12,3,1,0,2,4,241.74576337600774,96.73107748000535,2.887583248476376,1227.9585844726332
44337.68069706617,474,2646,60,2,1,0,3,3,40.22323264605554,94.80942627615393,2.8621489035395666,3001.993641531594
29379.243392040345,341,3506,66,1,0,0,1,6,22.14026211541376,86.85913433789841,4.682318805587185,4243.876347874175
21763.997319179787,108,2721,13,3,1,0,3,3,22.36572453184468,96.95348438195694,2.805232504359833,2933.3973845120736
33439.4906178285,531,3675,88,1,1,0,2,5,36.578674656636764,95.91390888904415,3.334324930080296,2855.4965605086836
22397.90776852254,141,1388,15,1,0,0,3,3,61.074421155733816,83.92616850579606,5.068638067839145,3240.6748626054823
