warehouse_size,daily_orders,item_types,workers,shift_type,wms_implemented,agv_implemented,season,day_of_week,temperature_control,ceiling_height,loading_dock_count,warehouse_age,average_item_weight,fragile_items_ratio,inventory_turnover,conveyor_belt_ratio,voice_picking,barcode_scanner_quality,average_employee_experience,employee_turnover_rate,temp_worker_ratio,batch_picking_enabled,quality_check_level,order_complexity_score,processing_time,picking_accuracy,error_rate,labor_cost_per_order
13255.61937,539,1151,33,2,1,0,4,2,0,14.15301994,3,5,9.977811865,0.090618151,15.17524522,0.680939409,0,3,8.445512889,53.67015273,0.180707071,1,1,0.468288445,966.8181985,89.10218359,4.092475253,3500
41491.10535,612,2963,49,2,1,0,3,4,1,11.42897469,10,10,6.11835607,0.271657438,15.90720909,0.211916358,0,5,25.8677111,35.68692554,0.13742419,1,5,0.206547418,1059.852825,94.15664573,2.429559771,3500
28310.4565,1200,1422,147,1,1,0,4,2,0,10.05333843,6,16,1.752081156,0.199473517,16.31809929,0.741742256,0,5,11.68771276,79.47384515,0.370800387,1,1,0.843881857,1725.461112,94.53589916,3.826074128,3500
17293.47449,359,1124,26,3,0,1,2,7,0,13.07648361,6,22,0.454446282,0.169972609,9.038769735,0.1503459,0,2,9.632884679,67.22147959,0.152249317,1,3,0.319395018,294.1091296,88.98336361,3.702829175,3500
17870.63763,842,2772,66,1,1,0,1,5,0,6.613550784,5,4,2.576026885,0.040549887,19.33607201,0.439623629,1,3,56.37760291,71.32736348,0.111101049,1,5,0.303751804,839.8548513,90.72243967,1.805640897,3500
14029.59576,301,1680,12,2,0,0,4,4,1,12.51885723,3,20,2.720623659,0.121439529,13.77336432,0.106270872,0,4,26.60539589,67.92765269,0.293445752,1,2,0.179166667,965.6035938,78.70093476,5.333702739,3500
31923.78535,956,636,102,2,1,0,4,7,0,7.144797864,8,20,1.164014402,0.073043391,13.73079166,0.648548742,0,3,29.1884658,64.95115807,0.356833876,1,1,1.503144654,761.442584,90.59513417,4.910213731,3500
5929.118126,161,330,8,1,1,0,4,5,0,12.71586532,2,13,1.485257171,0.240639167,3.896615611,0.028456694,0,4,29.33097539,79.41118862,0.388299983,1,3,0.487878788,136.5776398,91.58409386,1.55774509,3500
32909.32711,889,1176,81,3,1,0,2,7,2,13.18842772,9,8,0.786237256,0.03418699,10.74827905,0.736237745,0,4,10.30145754,33.67872542,0.371233456,0,1,0.755952381,819.2915318,80.74186877,5.539017119,3500
29044.40824,526,1654,30,1,0,0,2,3,0,10.85600598,6,18,5.925694339,0.032383114,14.33536429,0.027561266,0,3,15.17014788,45.40968851,0.336281211,1,3,0.318016929,997.7565145,85.91433875,1.750839705,3500
33006.62858,958,524,61,3,0,0,4,2,0,8.79836037,7,14,3.05147529,0.184795635,5.384445223,0.106615371,0,2,33.70565304,46.69114195,0.339219116,1,4,1.828244275,1239.804288,85.7166435,2.724130418,3500
28700.74132,1200,1136,85,2,0,0,4,7,0,11.57630404,6,13,2.161876084,0.027897192,12.58764081,0.144291867,0,3,44.23407164,17.28961505,0.090175502,1,2,1.056338028,1005.845245,89.72430708,3.234331825,3500
34107.99874,1200,669,29,1,1,0,3,4,0,13.21230224,9,11,2.215907624,0.220084749,7.389983189,0.138784059,0,5,9.745162883,38.69334228,0.335920914,0,1,1.793721973,4714.392489,92.42130183,3.80723832,3500
16281.37452,473,1412,33,3,1,0,3,2,2,13.02191757,5,9,1.518513026,0.04767245,12.98405269,0.108283266,1,3,57.5270334,14.82706114,0.022821888,0,4,0.334985836,503.1495996,90.79493635,1.268663574,3500
7551.822727,210,1308,25,2,0,1,1,2,1,13.08941714,3,5,0.808231779,0.294389127,6.617541124,0.19625238,0,3,13.89786998,33.67841737,0.123479497,1,4,0.160550459,219.6560362,86.60466719,2.899709077,3500
17252.57924,691,1653,57,1,1,1,2,2,0,9.705889874,4,7,0.159281789,0.163629561,3.120915906,0.410002119,1,4,58.74952362,65.57928015,0.198902372,0,5,0.418027828,510.729974,98,1.453906457,3500
20851.08133,788,361,37,3,1,0,2,4,1,11.19834029,5,8,4.131979407,0.239374248,9.127468508,0.732072055,0,4,28.5133676,49.04741344,0.066413725,1,5,2.182825485,723.0609312,91.17372141,3.205954612,3500
13843.70084,665,2420,39,3,1,0,4,4,1,9.847407191,5,5,2.367648899,0.167926705,11.4931932,0.575482898,1,4,24.60454619,78.1420173,0.134736201,0,2,0.274793388,1163.852549,89.81184932,4.063624416,3500
22590.93057,522,2720,27,2,1,0,4,3,1,8.285773871,5,20,0.624288983,0.221788421,3.914187073,0.251935671,0,5,12.96824192,69.90160812,0.090871823,1,3,0.191911765,1125.060895,97.31561554,3.620441488,3500
27469.95901,747,2726,31,2,1,1,4,6,0,14.79120296,7,20,1.859130477,0.005400027,9.585992748,0.021740013,1,4,51.92547558,30.45527613,0.364308065,1,1,0.27402788,786.9951647,98,0.85749612,3500
27758.37156,509,2637,16,3,1,0,2,1,0,9.862643341,8,14,0.595396437,0.256708828,11.3860224,0.050912727,1,5,30.83735385,61.62960244,0.210095903,0,3,0.193022374,1201.756019,98,2.846201431,3500
45409.1914,1082,1561,105,2,1,0,3,1,0,11.70693628,11,22,0.241182071,0.076317474,8.513355678,0.377994684,0,5,18.77841554,78.00728836,0.132538803,1,3,0.69314542,1490.192564,83.07917163,1.117322716,3500
6071.185774,64,233,8,2,1,0,3,7,0,6.267014008,4,14,1.035132807,0.297845052,4.366804158,0.21978522,0,5,26.42820129,73.53277018,0.285613058,1,1,0.274678112,38.97210211,92.69468026,3.714234829,3500
12828.35975,311,1881,32,3,1,0,2,3,0,6.091180656,4,19,0.98019665,0.273986084,13.02632243,0.698958875,1,5,45.23593127,47.0994066,0.331607093,1,2,0.165337586,254.276833,89.22757704,2.695383855,3500
14477.83152,819,862,58,3,1,1,3,1,0,8.869801365,4,22,5.190021999,0.211675759,14.39129033,0.29964231,0,3,39.80720908,13.13449154,0.304762728,1,3,0.950116009,827.1318273,94.56853515,2.176626515,3500
13342.18091,442,131,26,1,0,0,2,3,0,12.80592253,5,21,2.287379205,0.086773432,18.20149729,0.034841688,0,3,24.36380336,43.18044999,0.177651085,1,1,3.374045802,323.7290584,84.60299448,3.712516178,3500
47559.89068,1200,2509,61,1,0,0,4,5,2,11.01937944,12,1,0.819773081,0.17414028,4.505540624,0.133213125,0,4,49.55514502,24.51163022,0.312955332,1,2,0.478278198,1950.67081,91.48522798,3.661555798,3500
9332.207883,485,2732,29,1,1,0,1,4,0,6.310151335,3,17,1.783159022,0.284733643,11.23224349,0.074937937,1,4,36.55769676,36.27309355,0.114313422,0,3,0.177525622,474.6426449,98,3.552281716,3500
35824.61701,1200,234,58,2,1,0,4,6,0,12.50436262,9,10,0.156874225,0.040330539,7.389120591,0.28697242,1,5,15.01018294,77.02136133,0.003545314,1,2,5.128205128,690.4849617,97.39584135,3.757767442,3500
13629.07012,427,279,24,2,0,1,1,2,0,6.9084708,4,16,1.46871088,0.204524593,4.032769568,0.252622331,0,3,5.862882653,15.10312848,0.161149313,0,4,1.53046595,420.9559388,88.91556541,1.592705978,3500
9555.035119,116,238,6,3,1,0,4,6,0,12.14355499,3,18,2.629702642,0.21418579,16.8056263,0.643166806,0,5,9.837360502,74.17541835,0.288262058,1,2,0.487394958,100.1892459,85.76105104,0.948558189,3500
16975.73405,774,61,52,1,0,0,3,2,0,13.10039225,6,19,4.057107239,0.130145226,18.37897659,0.113195416,0,4,8.089502898,58.09134866,0.197525616,0,3,12.68852459,1122.057919,85.88357293,1.923402414,3500
14965.7425,170,935,6,2,1,0,2,7,0,9.894562224,5,16,0.409484819,0.062664817,8.636729076,0.295850605,0,3,13.603311,48.64485553,0.166319,1,1,0.181818182,213.2858694,98,3.59213485,3500
12947.47428,619,1215,31,2,0,0,2,6,0,8.408334091,3,10,1.464364995,0.004408017,8.823692876,0.101203664,0,3,43.43482912,76.41921691,0.012568729,1,1,0.509465021,509.818681,85.22228333,7.204705628,3500
17483.10559,531,698,54,1,0,0,1,6,0,8.988894289,4,1,3.968046423,0.221707967,6.018740939,0.192557988,0,4,40.79141873,48.38674253,0.351702046,1,3,0.760744986,446.9441891,87.97266827,2.276893575,3500
23377.33755,833,1446,108,3,0,0,4,2,0,11.05164189,6,9,6.808916077,0.061494363,15.0612896,0.185920371,0,2,38.47757757,64.6925299,0.23131936,0,5,0.576071923,1781.362317,83.52502126,1.539135993,3500
18541.76321,813,1639,110,3,1,0,4,6,0,8.717250301,5,15,4.019505586,0.106280329,19.08328153,0.769848162,0,4,48.99703298,42.17654093,0.218630857,1,3,0.496034167,929.47749,89.61021276,4.781029878,3500
8995.011066,281,1354,31,1,1,1,2,1,2,10.69313675,3,2,1.704212696,0.227193062,4.910085852,0.381520085,1,5,16.22627025,42.07642553,0.312539536,1,2,0.207533235,233.1612432,98,2.192584734,3500
16719.2742,349,2571,10,3,1,1,3,2,0,13.08794177,4,20,0.457211875,0.172152376,9.480870126,0.677817334,1,4,55.33962794,17.12625781,0.202383163,0,1,0.135744846,665.9239035,94.36203751,1.301344205,3500
9839.2354,211,534,11,2,0,1,1,3,0,13.44072091,4,4,1.279863355,0.208085417,15.88021069,0.196395206,0,4,32.39258613,42.43055573,0.018161313,0,5,0.395131086,162.5645258,78.73859199,1.355731812,3500
36760.32205,1200,1296,113,3,0,0,3,7,1,14.86372562,9,21,0.752065073,0.162741301,4.692826091,0.114206904,0,4,34.03632667,59.65245799,0.066928522,1,1,0.925925926,1431.661747,77.55320932,7.669856075,3500
41433.39709,1200,557,37,1,0,1,3,7,0,13.65424453,9,17,1.426458914,0.009257371,2.934115391,0.042651134,0,3,22.12979589,78.49678279,0.342614889,1,4,2.154398564,2513.847167,94.1723552,2.60861652,3500
16381.56107,748,1866,34,2,1,0,4,3,0,8.779509816,5,8,0.803250639,0.053776684,16.40006267,0.442165661,0,5,53.12243815,66.61529892,0.270860965,1,2,0.400857449,1086.750841,96.384298,3.598808487,3500
16628.09449,554,898,52,2,1,0,2,3,0,6.755275822,4,19,0.490624468,0.203262284,3.297999673,0.164321127,0,3,39.57886065,57.00354041,0.252912861,0,3,0.616926503,439.4900417,95.93869628,4.77175715,3500
24283.99284,791,609,45,1,1,0,3,2,0,11.91080457,6,11,0.519384064,0.178607898,5.097990851,0.740417766,0,3,8.247818207,51.9331211,0.249459511,1,5,1.298850575,788.1992659,84.87222588,1.408325518,3500
17962.33555,651,2118,31,2,0,0,1,2,0,13.55821446,5,6,1.592361987,0.293102086,3.834075816,0.002495983,0,3,21.64154472,72.30399178,0.033720526,1,4,0.307365439,1224.895066,80.75160053,3.732015652,3500
29949.05506,289,500,10,2,0,0,1,2,1,11.46058552,8,16,0.948918046,0.024344754,19.12683278,0.25154755,0,3,24.84720166,44.54506945,0.113321905,1,3,0.578,514.9891475,85.55359807,1.555985341,3500
34199.85135,1200,1136,63,2,1,0,4,6,0,9.982909633,9,5,2.753710651,0.235196208,9.54901301,0.400064095,1,4,4.24905974,31.07322545,0.201052497,0,4,1.056338028,1420.679383,89.24400355,0.963407977,3500
29969.45612,971,2427,116,2,0,0,2,4,1,13.45305146,7,23,3.076536333,0.285844505,7.881365757,0.106327485,0,3,18.47542899,26.22485132,0.127443585,1,3,0.400082406,1835.83126,86.74832169,5.798758045,3500
17981.22473,388,1404,21,2,1,0,1,2,0,13.10488975,5,22,5.377080142,0.162410883,8.214139166,0.33136074,1,5,16.76759998,34.79899291,0.042138194,0,1,0.276353276,614.7766301,87.021855,4.089962241,3500
24198.87869,792,2273,76,2,0,1,4,1,0,14.39814511,7,24,0.344123996,0.207622094,5.712538049,0.117557812,0,2,41.69717033,64.10907049,0.380576811,1,1,0.348438187,1254.156493,89.73302681,5.385088958,3500
17873.43482,1195,650,123,2,1,0,3,3,0,9.687653128,4,8,0.387903915,0.004652499,7.055875373,0.166365087,0,4,25.19608152,47.9232675,0.387226325,0,1,1.838461538,938.9713738,96.18830216,2.369521232,3500
21568.5971,677,2134,42,2,1,0,2,6,1,9.359170407,7,2,1.485976562,0.231842872,11.87154493,0.053170661,1,4,34.23784433,46.47512334,0.140081196,1,4,0.317244611,506.7982643,93.42973205,3.349333963,3500
50807.54169,1101,1448,45,2,0,0,2,6,2,10.56353682,13,16,0.978562021,0.023091501,14.53081061,0.114839629,0,3,28.69424818,77.0948485,0.172434745,1,1,0.760359116,1712.147921,82.74516292,3.251827105,3500
25212.38696,306,1637,15,1,0,0,4,1,0,6.280341835,8,22,3.027197202,0.010102921,17.82534391,0.073019005,0,2,38.91227307,70.0684276,0.313508956,1,3,0.186927306,667.8774613,83.71226449,4.667213931,3500
26889.19723,1200,2488,76,2,0,1,3,3,1,9.654106215,7,16,0.643365295,0.09365891,2.283372434,0.005144935,0,3,43.25103462,31.6269193,0.053057831,1,2,0.482315113,1736.22897,93.49925597,4.554824928,3500
25678.76371,702,2790,35,3,1,0,1,2,1,11.33842397,8,11,1.84584181,0.249849571,8.523763807,0.690913137,0,5,12.53935084,45.02516124,0.276353591,1,1,0.251612903,1137.091536,85.85295974,1.270963739,3500
21764.24614,210,329,18,3,1,1,1,5,0,13.50412756,6,4,1.138220308,0.023567349,15.33016502,0.075926753,0,3,27.13010322,15.91957647,0.242738782,1,3,0.638297872,88.99048381,98,0.87158266,3500
15448.58559,712,2460,27,2,0,0,2,2,0,9.946110437,6,5,1.430243656,0.227787752,19.41970637,0.131922146,0,4,48.50271224,32.83777426,0.119753349,0,4,0.289430894,1317.81663,87.97849444,2.659319924,3500
30608.16736,720,1461,26,1,0,1,1,7,2,9.561371672,9,10,0.669734759,0.084575713,8.548573541,0.057217796,0,2,35.73439178,56.7048636,0.310819714,1,5,0.492813142,1173.986706,85.12633265,3.21971465,3500
15373.58992,255,300,31,2,1,0,3,1,1,8.514742958,6,6,6.054290125,0.256411035,4.97544115,0.683408631,0,4,50.06552424,29.99952974,0.370849513,1,1,0.85,305.0301844,96.97808928,3.488478184,3500
21400.9115,330,1575,20,1,0,0,4,1,0,7.795547834,6,8,6.228607615,0.276221895,2.721064143,0.087438274,0,4,16.57435926,73.59041863,0.187227622,1,1,0.20952381,1138.920083,88.62802497,4.833994071,3500
41533.29425,890,2039,43,2,1,0,4,7,0,11.63690116,10,1,1.1900773,0.255894599,18.7109031,0.797118635,1,5,28.59520977,26.62349897,0.019845749,1,1,0.436488475,629.6775801,96.20168467,1.439232667,3500
18319.21119,278,91,16,2,0,0,3,2,0,14.39884579,6,17,1.840938699,0.19601505,5.461578129,0.088696362,0,3,56.98820339,71.93985824,0.29562679,0,3,3.054945055,288.0251159,75.80976044,4.726191921,3500
40073.46152,769,469,57,3,1,0,2,4,0,8.159904275,11,24,1.981314667,0.102427581,10.07801847,0.730586144,0,4,6.425495392,73.33364392,0.259006586,0,3,1.639658849,820.9051951,98,4.579150682,3500
13243.08054,188,547,12,2,1,0,4,7,0,7.479649762,3,5,6.489166994,0.106539494,2.814485402,0.174326967,0,5,56.09863012,67.46867121,0.226642104,1,3,0.34369287,247.065461,82.45102319,3.257354933,3500
21822.9446,311,2233,17,3,0,1,1,3,1,11.0513011,5,22,5.539064574,0.127064375,16.28427178,0.009533545,0,3,27.58033058,34.32631567,0.020139811,0,4,0.139274519,602.1472733,85.97482125,3.679917089,3500
21459.20642,370,200,22,2,1,0,2,7,0,11.18825194,5,13,1.306604001,0.137737207,7.459146035,0.746043903,0,4,7.364390731,39.45328412,0.240672866,1,2,1.85,175.6095149,89.9311142,3.394508089,3500
27135.43283,1036,276,41,3,1,0,1,7,0,6.952868864,6,6,4.116772082,0.202746878,13.84687684,0.056086512,0,5,4.661845603,73.5074261,0.062513484,0,5,3.753623188,1505.017357,95.0610033,1.274290241,3500
6473.17115,117,303,11,3,0,0,2,5,0,6.07253193,3,14,1.535512558,0.032284255,15.82630721,0.150143195,0,3,51.12010254,43.88144008,0.205638177,0,4,0.386138614,88.49430954,82.70240883,3.595294687,3500
11739.56697,308,559,12,1,0,0,1,3,1,14.9786054,5,14,4.614723061,0.206413667,4.166976418,0.281558935,0,4,6.74445064,72.09835221,0.167939479,1,1,0.5509839,975.4282463,80.87083916,7.336770205,3500
33787.32853,835,739,91,3,1,0,2,3,0,11.16554879,8,3,1.09876066,0.008595728,12.49854306,0.009042029,1,5,17.12878145,58.84014153,0.14564511,1,2,1.129905277,567.778982,89.6894562,1.055284719,3500
16614.12544,211,366,16,2,0,0,4,4,1,12.54776307,6,4,3.273515921,0.208141667,11.94972262,0.064875158,0,2,48.90964277,63.21126509,0.061559962,0,4,0.576502732,241.6101974,82.65470854,4.814472324,3500
14643.55202,878,1067,54,1,1,1,3,1,0,10.9102391,4,18,1.229508826,0.013588393,13.81494547,0.428121867,0,3,59.41611556,12.10149325,0.177811301,1,4,0.822867854,619.8282853,98,1.583392297,3500
31809.17624,1192,2349,116,3,0,1,4,3,0,14.812364,9,11,0.959257136,0.254066167,7.837928792,0.202945125,0,2,56.80391216,63.60803275,0.002161969,0,4,0.507449979,1937.589422,85.5994406,1.742262525,3500
34198.29008,442,2215,37,2,1,0,4,1,0,6.250670167,8,1,1.598050397,0.20185414,15.03658149,0.394079204,0,3,58.02225525,13.52917415,0.356153728,1,5,0.199548533,436.1964888,89.03560557,3.106481029,3500
9021.950115,495,1862,32,1,1,0,3,6,0,6.382229183,2,13,0.862922297,0.251178902,4.292650522,0.10101691,1,3,50.39654499,74.28782795,0.259915219,0,4,0.265843179,474.6648175,94.11103021,1.820147573,3500
38932.40078,1054,2015,37,2,0,0,3,7,2,9.642525574,9,16,0.561768505,0.29867067,12.48886009,0.243742146,0,3,30.15829246,32.28128663,0.19561431,1,5,0.523076923,2548.179776,88.67950316,1.366291791,3500
